Title,Price,Location,Link
Vegetable Chopper 16 in 1 Set with Container Multifunctional Fruit Cutter Kitchen Food Slicer Dicer for Onion Potato Cucumber Carrot Processor,N/A,Delivery,https://www.olx.com.pk/item/vegetable-chopper-16-in-1-set-with-container-multifunctional-fruit-cutter-kitchen-food-slicer-dicer-for-onion-potato-cucumber-carrot-processor-iid-ev423766-1
Satellite Dish Receiver Full HD Digital Satellite Receiver With Dual Remote Controls Metal Body Big Sized,N/A,Delivery,https://www.olx.com.pk/item/satellite-dish-receiver-full-hd-digital-satellite-receiver-with-dual-remote-controls-metal-body-big-sized-iid-ev533576-1
Sunset Light with Humidifier (Box Packing) Premium Quality,N/A,Delivery,https://www.olx.com.pk/item/sunset-light-with-humidifier-box-packing-premium-quality-iid-ev491125-1
Room Cooler Cabinet Available On Easy Installment Plan,N/A,Featured,https://www.olx.com.pk/item/room-cooler-cabinet-available-on-easy-installment-plan-iid-1112650536
Feilo speaker 10 inch  12 inch,N/A,Featured,https://www.olx.com.pk/item/feilo-speaker-10-inch-12-inch-iid-1113110392
Ac/Sale AC/Haier Ac/Split Ac/Gree Inverter ac/Orient Ac/Window Ac,N/A,Featured,https://www.olx.com.pk/item/acsale-achaier-acsplit-acgree-inverter-acorient-acwindow-ac-iid-1098281479
Conon 70D,N/A,"Jangidher, Swabi•",https://www.olx.com.pk/item/conon-70d-iid-1113347353
Royal Room Cooler RAC - 4700 AC/DC,N/A,"AWT Army Welfare Trust, Lahore•",https://www.olx.com.pk/item/royal-room-cooler-rac-4700-acdc-iid-1113347349
Cooking range,N/A,"Muslim Colony, Mianwali•",https://www.olx.com.pk/item/cooking-range-iid-1113347347
laptop,N/A,"Chapper Bazar, Chakwal•",https://www.olx.com.pk/item/laptop-iid-1113347344
irani blour cooler,N/A,"Quaid-e-Azam Colony, Rawalpindi•",https://www.olx.com.pk/item/irani-blour-cooler-iid-1113347341
Dawlance washing machine,N/A,"Gulshan-e-Ravi, Lahore•",https://www.olx.com.pk/item/dawlance-washing-machine-iid-1113347335
Good Condition - Inverter Type Window AC for Sale,N/A,•,https://www.olx.com.pk/item/good-condition-inverter-type-window-ac-for-sale-iid-1113347332
REOLINK BEST CCTV CAMERA MODELS AVAILABLE AT BEST PRICE,N/A,"Others, Mardan•",https://www.olx.com.pk/item/reolink-best-cctv-camera-models-available-at-best-price-iid-1113347330
6th generation  7th generation  mother board 4 ram slots with typ C,N/A,•,https://www.olx.com.pk/item/6th-generation-7th-generation-mother-board-4-ram-slots-with-typ-c-iid-1111354897
ups 12v exchange with car sound,N/A,"Pakistani Chowk, Larkana•",https://www.olx.com.pk/item/ups-12v-exchange-with-car-sound-iid-1104180021
electrical wheel chair brand new,N/A,•,https://www.olx.com.pk/item/electrical-wheel-chair-brand-new-iid-1113347318
HAIR FRIDGE,N/A,•,https://www.olx.com.pk/item/hair-fridge-iid-1113347302
12 volt lithium ion battery,N/A,"Chung, Lahore•",https://www.olx.com.pk/item/12-volt-lithium-ion-battery-iid-1113347301
"Fridge & Freezer Sale purchase, Refrigerator, New used Freezers Fridg",N/A,Featured,https://www.olx.com.pk/item/fridge-freezer-sale-purchase-refrigerator-new-used-freezers-fridg-iid-1111890527
New Window Inverter Ac | Portable Ac 2026 Energy saver Air conditioner,N/A,Featured,https://www.olx.com.pk/item/new-window-inverter-ac-portable-ac-2026-energy-saver-air-conditioner-iid-1113261930
Soda machine/ Slush machines / Ice cream machine /Tea and Coffee,N/A,Featured,https://www.olx.com.pk/item/soda-machine-slush-machines-ice-cream-machine-tea-and-coffee-iid-1112491483
MIDEA Full DC Inverter Air Conditioner T3 Compressor,N/A,Featured,https://www.olx.com.pk/item/midea-full-dc-inverter-air-conditioner-t3-compressor-iid-1111203531
TCL Android Smart TV.  Brand New,N/A,Featured,https://www.olx.com.pk/item/tcl-android-smart-tv-brand-new-iid-1112227180
Dell Latitude 7300 core i5 8th Gen 8GB 128GB ssd | laptop,N/A,Featured,https://www.olx.com.pk/item/dell-latitude-7300-core-i5-8th-gen-8gb-128gb-ssd-laptop-iid-1111327264
93 Pcs Sewing Kit (Premium Quality),N/A,Buy with Delivery,https://www.olx.com.pk/item/93-pcs-sewing-kit-premium-quality-iid-ev479838-1
Hanging Mosquito Killer Lamp - High Quality,N/A,Delivery,https://www.olx.com.pk/item/hanging-mosquito-killer-lamp-high-quality-iid-ev522407-1
"Flat Antenna Wire 11 Meter Flat Wire 2 Core For Tv Antennas , FM , Radio & Other Multiple Use",N/A,Delivery,https://www.olx.com.pk/item/flat-antenna-wire-11-meter-flat-wire-2-core-for-tv-antennas-fm-radio-other-multiple-use-iid-ev466511-1
Rechargeable Message Shawl Infrared Heating Neck Shoulder Messager with USB Charging,N/A,Delivery,https://www.olx.com.pk/item/rechargeable-message-shawl-infrared-heating-neck-shoulder-messager-with-usb-charging-iid-ev482717-1
One Plus Charger 65W with Cable by ALI's Electronics,N/A,Delivery,https://www.olx.com.pk/item/one-plus-charger-65w-with-cable-by-ali-s-electronics-iid-ev428517-1
GT-1 Smart Watch by ALI's Electronics,N/A,Delivery,https://www.olx.com.pk/item/gt-1-smart-watch-by-ali-s-electronics-iid-ev450382-1
Electronic Science Project Kit for Kids: Light-Controlled Fan Circuit DIY Educational Kit,N/A,Delivery,https://www.olx.com.pk/item/electronic-science-project-kit-for-kids-light-controlled-fan-circuit-diy-educational-kit-iid-ev525603-1
Universal Remote For Hisense LCD,N/A,Delivery,https://www.olx.com.pk/item/universal-remote-for-hisense-lcd-iid-ev534943-1
USB Mosquito Swatter Trap Pest Control Portable Electric Shock Insect Racket With box,N/A,Delivery,https://www.olx.com.pk/item/usb-mosquito-swatter-trap-pest-control-portable-electric-shock-insect-racket-with-box-iid-ev443523-1
AC Old New AC Sale Purchase/Window AC/ Gree AC/Split AC/DC Inverter,N/A,Featured,https://www.olx.com.pk/item/ac-old-new-ac-sale-purchasewindow-ac-gree-acsplit-acdc-inverter-iid-1112587041
Solar System Inverter Installation - Solar Jinko Crown Inverex,N/A,Featured,https://www.olx.com.pk/item/solar-system-inverter-installation-solar-jinko-crown-inverex-iid-1112809343
Pridor inverter 22KW,N/A,Featured,https://www.olx.com.pk/item/pridor-inverter-22kw-iid-1107887975
Washing machine Steel Body,N/A,•,https://www.olx.com.pk/item/washing-machine-steel-body-iid-1113347298
laptop toshiba,N/A,"Shahabpura Road, Sialkot•",https://www.olx.com.pk/item/laptop-toshiba-iid-1113347258
MacBook Air 2020 14inch Core i10 32GB Ram 512GB SSD,N/A,"Satellite Town, Bahawalpur•",https://www.olx.com.pk/item/macbook-air-2020-14inch-core-i10-32gb-ram-512gb-ssd-iid-1113347252
2 royal fans,N/A,"Walton Railway Officers Colony, Lahore•",https://www.olx.com.pk/item/2-royal-fans-iid-1113347249
fridge for sell,N/A,•,https://www.olx.com.pk/item/fridge-for-sell-iid-1113347243
game for sale wa03260498683,N/A,"Harbanspura, Lahore•",https://www.olx.com.pk/item/game-for-sale-wa03260498683-iid-1113347241
Solar Cooler Supply,N/A,"Eidgah Road, Layyah•",https://www.olx.com.pk/item/solar-cooler-supply-iid-1112361677
Huawei router,N/A,•,https://www.olx.com.pk/item/huawei-router-iid-1113347231
Dell Latitude 3420,N/A,•,https://www.olx.com.pk/item/dell-latitude-3420-iid-1113347230
Slightly Used 180AH Osaka Batteries still in charging condition,N/A,"Sabzazar, Lahore•",https://www.olx.com.pk/item/slightly-used-180ah-osaka-batteries-still-in-charging-condition-iid-1113347228
Delonghi Ceramic Gas Heater,N/A,•,https://www.olx.com.pk/item/delonghi-ceramic-gas-heater-iid-1113347218
Macbook Pro M2 Max 16 INCH 48GB RAM 1TB SSD 16 Cpu 40 Gpu,N/A,"D Ground, Faisalabad•",https://www.olx.com.pk/item/macbook-pro-m2-max-16-inch-48gb-ram-1tb-ssd-16-cpu-40-gpu-iid-1113347216
Lenevo V14 G3 IAP | Core i5 1235U | 8GB | 256GB SSD| Urgent Sale,N/A,"Media Town, Rawalpindi•",https://www.olx.com.pk/item/lenevo-v14-g3-iap-core-i5-1235u-8gb-256gb-ssd-urgent-sale-iid-1113347212
Gold Star Axis GS-825 Ice Box Air Cooler – Powerful & Energy Efficient,N/A,"Al Faisal Town, Lahore•",https://www.olx.com.pk/item/gold-star-axis-gs-825-ice-box-air-cooler-powerful-energy-efficient-iid-1113347198
Haier Deep Freezer 100 Cubic Feet – Slightly Used,N/A,Featured,https://www.olx.com.pk/item/haier-deep-freezer-100-cubic-feet-slightly-used-iid-1113273812
Fridges & Freezers for sale purchase,N/A,Featured,https://www.olx.com.pk/item/fridges-freezers-for-sale-purchase-iid-1108327228
"ps5,ps4,ps3,xbox series x,s PLAYSTATION PS5/PS4/PS3 XBOX ONE S , X / X",N/A,Featured,https://www.olx.com.pk/item/ps5ps4ps3xbox-series-xs-playstation-ps5ps4ps3-xbox-one-s-x-x-iid-1098456164
0.5 Ton Window inverter Ac fresh lot,N/A,Featured,https://www.olx.com.pk/item/05-ton-window-inverter-ac-fresh-lot-iid-1112726061
Dell Inspiron 17 - 7779 | Ci7-7Th Gen | 16Gb Ram | 500Gb Ssd,N/A,Featured,https://www.olx.com.pk/item/dell-inspiron-17-7779-ci7-7th-gen-16gb-ram-500gb-ssd-iid-1111939514
Rechargeable Humidifier and Mosquito Repellent Lamp Electronic Mosquito Killer Lamp,N/A,Buy with Delivery,https://www.olx.com.pk/item/rechargeable-humidifier-and-mosquito-repellent-lamp-electronic-mosquito-killer-lamp-iid-ev516849-1
MAONO PM461S USB MICROPHONE BOOM ARM SET,N/A,Delivery,https://www.olx.com.pk/item/maono-pm461s-usb-microphone-boom-arm-set-iid-ev480808-1
"Set of 2 Glass Water Bottle 1000ml, High Quality Glass Bottle for milk and juice, Airtight Cap Kitchen use Bottle",N/A,Delivery,https://www.olx.com.pk/item/set-of-2-glass-water-bottle-1000ml-high-quality-glass-bottle-for-milk-and-juice-airtight-cap-kitchen-use-bottle-iid-ev465605-1
Multi-Functional Charger Camera | Smart Charger Adopter Camera with IP Recording | Portable Security Charger Adaptor Camera with TF Card Support,N/A,Delivery,https://www.olx.com.pk/item/multi-functional-charger-camera-smart-charger-adopter-camera-with-ip-recording-portable-security-charger-adaptor-camera-with-tf-card-support-iid-ev494298-1
"GREATNICE USA ORIGINAL GTS-1468 Mini Portable Bluetooth 5.0 Speaker with 5W High Bass SPEAKER RGB Lighting, 800mAh Battery (5 Hrs Playtime) speaker FM/USB/TF Support",N/A,Delivery,https://www.olx.com.pk/item/greatnice-usa-original-gts-1468-mini-portable-bluetooth-5-0-speaker-with-5w-high-bass-speaker-rgb-lighting-800mah-battery-5-hrs-playtime-speaker-fm-usb-tf-support-iid-ev533347-1
10 Pcs Explosive Salt Cleaning Laundry Remove Yellowing Leaving Fragrance Cleaning Tablets,N/A,Delivery,https://www.olx.com.pk/item/10-pcs-explosive-salt-cleaning-laundry-remove-yellowing-leaving-fragrance-cleaning-tablets-iid-ev456431-1
Original Usa X 96 Android Box 8 Gb Ram 128 Gb Storage,N/A,Delivery,https://www.olx.com.pk/item/original-usa-x-96-android-box-8-gb-ram-128-gb-storage-iid-ev533910-1
2 Layes Stainless Steel Corner Shelf for Bathroom,N/A,Delivery,https://www.olx.com.pk/item/2-layes-stainless-steel-corner-shelf-for-bathroom-iid-ev479842-1
Remote Control for Tiger LCD & LED Tv Tiger Star LCD Remote,N/A,Delivery,https://www.olx.com.pk/item/remote-control-for-tiger-lcd-led-tv-tiger-star-lcd-remote-iid-ev494215-1
CCTV Camera Installation |Home Security System |HD Security Cameras,N/A,Featured,https://www.olx.com.pk/item/cctv-camera-installation-home-security-system-hd-security-cameras-iid-1112902670
HP elitebook (845 G8) (11th Generation) RYZEN 5 (5650u) HEXA CORE,N/A,Featured,https://www.olx.com.pk/item/hp-elitebook-845-g8-11th-generation-ryzen-5-5650u-hexa-core-iid-1109208576
"Touch smart board , interactive touch board , Projecter Board",N/A,Featured,https://www.olx.com.pk/item/touch-smart-board-interactive-touch-board-projecter-board-iid-1112947773
Macbook Pro M4 Max 2024 14 INCH 64GB RAM 1TB SSD,N/A,"Cantt, Multan•",https://www.olx.com.pk/item/macbook-pro-m4-max-2024-14-inch-64gb-ram-1tb-ssd-iid-1113347194
Haier orient TCL Orient dawlance Kenwood pel AC remote control,N/A,•,https://www.olx.com.pk/item/haier-orient-tcl-orient-dawlance-kenwood-pel-ac-remote-control-iid-1113347188
Focusrite Scarlett 2i2 2nd Generation,N/A,"Zamanabad Housing Society, Karachi•",https://www.olx.com.pk/item/focusrite-scarlett-2i2-2nd-generation-iid-1113347183
dawlance,N/A,"Others, Toba Tek singh•",https://www.olx.com.pk/item/dawlance-iid-1112362241
Samsung 32 InCh LED Tv Tv 2026 Model 3 Year warranty O3O24O36462,N/A,"Qaiser Town, Lahore•",https://www.olx.com.pk/item/samsung-32-inch-led-tv-tv-2026-model-3-year-warranty-o3o24o36462-iid-1112195294
"32 inch TCL,Sony Smart 4k UHD Led Tv 3 Year warranty O3O24O36462",N/A,"Jubilee Town - Block C, Lahore•",https://www.olx.com.pk/item/32-inch-tclsony-smart-4k-uhd-led-tv-3-year-warranty-o3o24o36462-iid-1112111939
Laptops service center,N/A,"D Ground, Faisalabad•",https://www.olx.com.pk/item/laptops-service-center-iid-1111564034
Mortal Kombat mobile Diamond FX,N/A,Featured,https://www.olx.com.pk/item/mortal-kombat-mobile-diamond-fx-iid-1112891809
"Touch Smart Board , Intaractive Touch Smart Board , Intaractive white",N/A,Featured,https://www.olx.com.pk/item/touch-smart-board-intaractive-touch-smart-board-intaractive-white-iid-1112924284
sony a6400,N/A,Featured,https://www.olx.com.pk/item/sony-a6400-iid-1113314188
PEL Inverter Air Conditioner,N/A,Featured,https://www.olx.com.pk/item/pel-inverter-air-conditioner-iid-1113320054
dell precision 5550 | 5560 | 5570,N/A,Featured,https://www.olx.com.pk/item/dell-precision-5550-5560-5570-iid-1112803623
Macbook Air M4 Chip 15” 24/512gb,N/A,Featured,https://www.olx.com.pk/item/macbook-air-m4-chip-15-24512gb-iid-1113036496
Orange LCD & LED TV Remote,N/A,Buy with Delivery,https://www.olx.com.pk/item/orange-lcd-led-tv-remote-iid-ev461942-1
Jerry's German High Pressure Washer Jet Solar Cleaning Machine 180 Bar induction Motor,N/A,Delivery,https://www.olx.com.pk/item/jerry-s-german-high-pressure-washer-jet-solar-cleaning-machine-180-bar-induction-motor-iid-ev450503-1
ARC Rechargeable Flexible Lighter (Type C),N/A,Delivery,https://www.olx.com.pk/item/arc-rechargeable-flexible-lighter-type-c-iid-ev418295-1
"Milk Frother and Mixer for Coffee, Eggs, and More",N/A,Delivery,https://www.olx.com.pk/item/milk-frother-and-mixer-for-coffee-eggs-and-more-iid-ev492799-1
New Electric Shock Mosquito Killer Lamp,N/A,Delivery,https://www.olx.com.pk/item/new-electric-shock-mosquito-killer-lamp-iid-ev450647-1
SF-400 High-Precision Digital Kitchen Scale - 10kg Electronic Weight Machine,N/A,Delivery,https://www.olx.com.pk/item/sf-400-high-precision-digital-kitchen-scale-10kg-electronic-weight-machine-iid-ev533995-1
DC motor fan kit for kids Electronic Science and DIY projects,N/A,Delivery,https://www.olx.com.pk/item/dc-motor-fan-kit-for-kids-electronic-science-and-diy-projects-iid-ev461885-1
6 Blades 400Ml Mini Juicer Rechargeable Portable Electric Fruit Juicer,N/A,Delivery,https://www.olx.com.pk/item/6-blades-400ml-mini-juicer-rechargeable-portable-electric-fruit-juicer-iid-ev214428-1
"Lithium Battery (IP21) 51.2V1 00Ah,",N/A,Featured,https://www.olx.com.pk/item/lithium-battery-ip21-512v1-00ah-iid-1107826675
Asus TUF Gaming A15 RTX 3050 6 Months Used 10/10 Condition Laptop 1,N/A,Featured,https://www.olx.com.pk/item/asus-tuf-gaming-a15-rtx-3050-6-months-used-1010-condition-laptop-1-iid-1113164355
solar inverter available 1kw . 1.5kw . 2.5kw. 7kw . 10kw. 15kw,N/A,"Samanabad, Lahore•",https://www.olx.com.pk/item/solar-inverter-available-1kw-15kw-25kw-7kw-10kw-15kw-iid-1111105256
PS4 jailbreak games,N/A,"Shah Kamal Road, Lahore•",https://www.olx.com.pk/item/ps4-jailbreak-games-iid-1110315626
type C to C  4k display 10gb  Dell brand cable,N/A,"Cantt, Karachi•",https://www.olx.com.pk/item/type-c-to-c-4k-display-10gb-dell-brand-cable-iid-1036042734
Asus tuf gaming A15 ssd 512gb nvme 8gb ram,N/A,•,https://www.olx.com.pk/item/asus-tuf-gaming-a15-ssd-512gb-nvme-8gb-ram-iid-1113347172
GFC celing fan,N/A,"Kharak, Lahore•",https://www.olx.com.pk/item/gfc-celing-fan-iid-1113347169
SteelSeries Apex 5 (US Edition),N/A,"North Nazimabad - Block F, Karachi•",https://www.olx.com.pk/item/steelseries-apex-5-us-edition-iid-1113347151
laptop for sale acer,N/A,"Others, Chakwal•",https://www.olx.com.pk/item/laptop-for-sale-acer-iid-1113347142
Royal fan. 75 watt. good condition.,N/A,"Haram Gate, Multan•",https://www.olx.com.pk/item/royal-fan-75-watt-good-condition-iid-1113347135
Macbook Pro M1 2021 14 INCH 16GB RAM 512GB SSD,N/A,"Latifabad, Hyderabad•",https://www.olx.com.pk/item/macbook-pro-m1-2021-14-inch-16gb-ram-512gb-ssd-iid-1113347133
Li Gaming Keyboard & Mouse Set RGB Multi-Function,N/A,"Shadbagh, Lahore•",https://www.olx.com.pk/item/li-gaming-keyboard-mouse-set-rgb-multi-function-iid-1113347126
fan for sale,N/A,"Sheikhupura Fort Road, Sheikhüpura•",https://www.olx.com.pk/item/fan-for-sale-iid-1113347125
FIFA2K19,N/A,"Faisal Cantonment, Karachi•",https://www.olx.com.pk/item/fifa2k19-iid-1111194375
MacBook Pro 16” M4 Pro | 16GB Ram  | 512GB SSD | 10/10 Condition,N/A,"Blue Area, Islamabad•",https://www.olx.com.pk/item/macbook-pro-16-m4-pro-16gb-ram-512gb-ssd-1010-condition-iid-1113347110
Dawlance fridge,N/A,"Shalimar Housing Scheme, Lahore•",https://www.olx.com.pk/item/dawlance-fridge-iid-1113347096
Ecostar UpS 2000 Watt,N/A,"Mughalpura, Lahore•",https://www.olx.com.pk/item/ecostar-ups-2000-watt-iid-1113347095
Range Rover P400E Model 2018 Import 2021,N/A,Featured,https://www.olx.com.pk/item/range-rover-p400e-model-2018-import-2021-iid-1112381669
Lithium battery 48v 100ah 150ah 200ah 300ah,N/A,Featured,https://www.olx.com.pk/item/lithium-battery-48v-100ah-150ah-200ah-300ah-iid-1112830923
Refrigerator large size,N/A,Featured,https://www.olx.com.pk/item/refrigerator-large-size-iid-1112055216
Sony Tv 60 inch LED,N/A,Featured,https://www.olx.com.pk/item/sony-tv-60-inch-led-iid-1113050570
Samsung 65 Inch LED TV | Big Screen | Excellent Picture Quality,N/A,Featured,https://www.olx.com.pk/item/samsung-65-inch-led-tv-big-screen-excellent-picture-quality-iid-1113167271
MacBook Air i5 Lightweight Laptop Fast SSD Long Battery Life Ready!,N/A,Featured,https://www.olx.com.pk/item/macbook-air-i5-lightweight-laptop-fast-ssd-long-battery-life-ready-iid-1113133983
2-in-1 Telescopic Sink Storage Rack Adjustable Sponge Soap Holder Drainer Sink Tray Kitchen Sink Organizer Holder Dish Cloth Hanger 2-in-1 Towel,N/A,Buy with Delivery,https://www.olx.com.pk/item/2-in-1-telescopic-sink-storage-rack-adjustable-sponge-soap-holder-drainer-sink-tray-kitchen-sink-organizer-holder-dish-cloth-hanger-2-in-1-towel-iid-ev421544-1
"Rainbow Sponge -Multi layered Microfiber Cleaning Pads of Ultra-Absorbent, Reusable for Wet or Dry Use, Ideal for Blinds, Kitchen, Home Surfaces – 12 Tearable Layers for Cleaning",N/A,Delivery,https://www.olx.com.pk/item/rainbow-sponge-multi-layered-microfiber-cleaning-pads-of-ultra-absorbent-reusable-for-wet-or-dry-use-ideal-for-blinds-kitchen-home-surfaces-12-tearable-layers-for-cleaning-iid-ev456377-1
Highlighting Lamp MM8518 500W High Speed RGB Video Light,N/A,Delivery,https://www.olx.com.pk/item/highlighting-lamp-mm8518-500w-high-speed-rgb-video-light-iid-ev487688-1
Maybelline New York Baby Skin instant Pore Eraser Face Primer,N/A,Delivery,https://www.olx.com.pk/item/maybelline-new-york-baby-skin-instant-pore-eraser-face-primer-iid-ev482774-1
Gatling Vegetable Chopper Mini Wireless Food Processor,N/A,Delivery,https://www.olx.com.pk/item/gatling-vegetable-chopper-mini-wireless-food-processor-iid-ev360559-1
8pcs Glass Spice Jar Set - Round,N/A,Delivery,https://www.olx.com.pk/item/8pcs-glass-spice-jar-set-round-iid-ev460144-1
10inches Mist Fan,N/A,Delivery,https://www.olx.com.pk/item/10inches-mist-fan-iid-ev360898-1
8-Inch Cloth Scissor,N/A,Delivery,https://www.olx.com.pk/item/8-inch-cloth-scissor-iid-ev367216-1
Photo Video Studio Lighting Kit 4-Socket Holder Softbox Light Stands,N/A,Delivery,https://www.olx.com.pk/item/photo-video-studio-lighting-kit-4-socket-holder-softbox-light-stands-iid-ev494173-1
55 inch Q Led Tv Latest Google Tv OS model 3 Year Warranty O3O2O482663,N/A,Featured,https://www.olx.com.pk/item/55-inch-q-led-tv-latest-google-tv-os-model-3-year-warranty-o3o2o482663-iid-1112543088
SUBARU STELLA/MOVE 660CC OWN ENGINE CHILLED AC {PRESENTABLE CONDITION},N/A,•,https://www.olx.com.pk/item/subaru-stellamove-660cc-own-engine-chilled-ac-presentable-condition-iid-1113347084
lipo4 cell 100ah REPT,N/A,"Industrial Area, Karachi•",https://www.olx.com.pk/item/lipo4-cell-100ah-rept-iid-1113347083
Epson ET-2750 WiFi Printer for Sale,N/A,"Teen Talwar Jarwari Shakh, Mirpur Khas•",https://www.olx.com.pk/item/epson-et-2750-wifi-printer-for-sale-iid-1113347081
15 kw on grid inverter Growatt,N/A,"Korangi, Karachi•",https://www.olx.com.pk/item/15-kw-on-grid-inverter-growatt-iid-1113347080
Electrolux air fryer,N/A,"Afzal Town, Rawalpindi•",https://www.olx.com.pk/item/electrolux-air-fryer-iid-1113347074
macbook pro,N/A,•,https://www.olx.com.pk/item/macbook-pro-iid-1113347073
Pel DC inverter,N/A,"Others, Ahmadpur East•",https://www.olx.com.pk/item/pel-dc-inverter-iid-1113347071
Macbook air m2 14'' 16GB Ram 1TB SSD / Apple Mackbook,N/A,"Gulistan-e-Jauhar, Karachi•",https://www.olx.com.pk/item/macbook-air-m2-14-16gb-ram-1tb-ssd-apple-mackbook-iid-1113347070
Hp Elitebook 850 G3 i5 6gen 8gb /256 SSD ALL OK,N/A,"Millat Town, Faisalabad•",https://www.olx.com.pk/item/hp-elitebook-850-g3-i5-6gen-8gb-256-ssd-all-ok-iid-1113347067
Audionic speakers,N/A,•,https://www.olx.com.pk/item/audionic-speakers-iid-1113347066
stove 3 burner,N/A,"Khurram Colony, Rawalpindi•",https://www.olx.com.pk/item/stove-3-burner-iid-1113347065
Hp elitebook 850G/Touch System,N/A,"Shadbagh - Block C, Lahore•",https://www.olx.com.pk/item/hp-elitebook-850gtouch-system-iid-1113347064
epson all models available directly imported to uk,N/A,"Chauburji Chowk, Lahore•",https://www.olx.com.pk/item/epson-all-models-available-directly-imported-to-uk-iid-1113347063
PS5 Pro 2TB | Brand New Condition 8K & Advanced Ray Tracing Boxed,N/A,Featured,https://www.olx.com.pk/item/ps5-pro-2tb-brand-new-condition-8k-advanced-ray-tracing-boxed-iid-1113183653
Galaxy AC/DC Fans – Energy Saving & Powerful Airflow,N/A,Featured,https://www.olx.com.pk/item/galaxy-acdc-fans-energy-saving-powerful-airflow-iid-1111993135
Sliding-Swing Gate Motor Automatic Remote Opener Mobile Gate Controler,N/A,Featured,https://www.olx.com.pk/item/sliding-swing-gate-motor-automatic-remote-opener-mobile-gate-controler-iid-1111922848
Solar System / Solar Panels / Hybrid Solar System / Inverter,N/A,Featured,https://www.olx.com.pk/item/solar-system-solar-panels-hybrid-solar-system-inverter-iid-1112723185
Geepas Portable Chiller Cooler Dubai Fresh Lot 2026 Varity Gujranwala,N/A,Featured,https://www.olx.com.pk/item/geepas-portable-chiller-cooler-dubai-fresh-lot-2026-varity-gujranwala-iid-1113297848
Wall Mounted Clear Acrylic TV Air Remote Holder - 1 Slot,N/A,Buy with Delivery,https://www.olx.com.pk/item/wall-mounted-clear-acrylic-tv-air-remote-holder-1-slot-iid-ev479839-1
3 in 1 Multifunctional Rotary Vegetable Peeler - Stainless,N/A,Delivery,https://www.olx.com.pk/item/3-in-1-multifunctional-rotary-vegetable-peeler-stainless-iid-ev493288-1
Mini Washing Machine Foldable Portable With dryer,N/A,Delivery,https://www.olx.com.pk/item/mini-washing-machine-foldable-portable-with-dryer-iid-ev517167-1
"Special USA Original X96Q 4K Ultra HD Smart Android 10.0 TV Box - Allwinner H313 Quad-Core, 8GB eMMC, 2.4G WiFi Media Player",N/A,Delivery,https://www.olx.com.pk/item/special-usa-original-x96q-4k-ultra-hd-smart-android-10-0-tv-box-allwinner-h313-quad-core-8gb-emmc-2-4g-wifi-media-player-iid-ev533732-1
One Size Stainless Steel Egg Slicer Cutter,N/A,Delivery,https://www.olx.com.pk/item/one-size-stainless-steel-egg-slicer-cutter-iid-ev293625-1
Eotia Cutter 3 blade ( Premium Quality ),N/A,Delivery,https://www.olx.com.pk/item/eotia-cutter-3-blade-premium-quality-iid-ev418333-1
Intelligent P23 Pro Drone | P23 Drone Camera 4K,N/A,Delivery,https://www.olx.com.pk/item/intelligent-p23-pro-drone-p23-drone-camera-4k-iid-ev481798-1
Atm Piggy Bank with Electronic Lock-(K. S. ),N/A,Delivery,https://www.olx.com.pk/item/atm-piggy-bank-with-electronic-lock-k-s-iid-ev244840-1
"TRIMUX Intelligent 3D Printing Upgrade with 3D Pen, Stand, Cable, and 3 Refills",N/A,Delivery,https://www.olx.com.pk/item/trimux-intelligent-3d-printing-upgrade-with-3d-pen-stand-cable-and-3-refills-iid-ev229546-1
5kW Solar System – Affordable Energy Solution!,N/A,Featured,https://www.olx.com.pk/item/5kw-solar-system-affordable-energy-solution-iid-1112524638
"1 ton/ 1,5 ton /2 ton /inverter/ non inverter /slightly used acsale",N/A,Featured,https://www.olx.com.pk/item/1-ton-15-ton-2-ton-inverter-non-inverter-slightly-used-acsale-iid-1099030907
2 years used Kenwood 1.5 ton ac inverted 10/10 condition,N/A,Featured,https://www.olx.com.pk/item/2-years-used-kenwood-15-ton-ac-inverted-1010-condition-iid-1112908826
2000w,N/A,"Chah Miran, Lahore•",https://www.olx.com.pk/item/2000w-iid-1113347058
Jonchn 5000W (5kVA) Servo Motor Stabilizer,N/A,"Canal Road, Mardan•",https://www.olx.com.pk/item/jonchn-5000w-5kva-servo-motor-stabilizer-iid-1111913113
Sony a6400 (10/10++ Like new),N/A,"Saddar, Rawalpindi•",https://www.olx.com.pk/item/sony-a6400-1010-like-new-iid-1111050619
acer spin 3 for sale battery timing 4 hours,N/A,"Al Quresh Housing Scheme, Multan•",https://www.olx.com.pk/item/acer-spin-3-for-sale-battery-timing-4-hours-iid-1110397305
LCD Moveable portable stand with wheel  wall mount office home expo,N/A,•,https://www.olx.com.pk/item/lcd-moveable-portable-stand-with-wheel-wall-mount-office-home-expo-iid-1110304600
Lenovo intel i3 8th 8100 (With NVME Slot),N/A,"Samanabad, Lahore•",https://www.olx.com.pk/item/lenovo-intel-i3-8th-8100-with-nvme-slot-iid-1108005724
1500 Watt Single battery Local Made Heavy DutyUPS,N/A,"Faisalabad Road, Sargodha•",https://www.olx.com.pk/item/1500-watt-single-battery-local-made-heavy-dutyups-iid-1113347047
Mini Chiller/ Cooler / Refrigerator,N/A,•,https://www.olx.com.pk/item/mini-chiller-cooler-refrigerator-iid-1113347044
